policy_number,premiums,premium_frequency,start_date,line_of_business,end_date,commission,reinsurance_premium,reinsurance_commission
BYO-POL-40020194-MCP_6615,139120.66,S,20/6/2022,Motor,20/10/2022,0,0,0
HRE/UMB/P/000010025_6616,416,S,5/8/2022,Motor,5/12/2022,0,0,0
_HRE-POL-20338-MAR__6620,55354.3,S,1/3/2022,Transport,30/6/2022,11070.32948,0,0
_HRE-POL-30048-MCP__6621,49878.84,S,14/2/2022,Motor,13/6/2022,0,0,0
_HRE-POL-30070-MCP__6622,49878.84,S,18/2/2022,Motor,17/6/2022,0,0,0
_HRE-POL-90091-MCP__6623,49878.84,S,1/2/2022,Motor,31/5/2022,0,0,0
HRE-POL-53937733-MCP_6624,62613.27,S,5/4/2022,Motor,4/8/2022,7826.094931,0,0
HRE-POL-53937807-MCP_6625,139344.72,S,21/6/2022,Motor,20/10/2022,17416.83595,0,0
HRE/MVE/P/000010438_6626,262085.0967,S,1/10/2022,Motor,31/1/2023,32758.27834,0,0
HRE/MVE/P/000010519_6627,262892.06,S,25/10/2022,Motor,24/2/2023,32859.14167,0,0
HRE/MVE/P/000011185_6628,280294.37,S,2/12/2022,Motor,1/4/2023,98100.00141,0,0
HRE/MVE/P/000011028_6631,273105.14,S,18/11/2022,Motor,17/3/2023,34141.41749,0,0
HRE/MTF/P/000011294_6632,284262.6,S,1/10/2022,Motor,31/12/2022,35536.23384,0,0
HRE-POL-30336-UMB_6633,206281.3,S,5/8/2022,Motor,4/12/2022,25785.7795,0,0
HRE-POL-30350-MCP_6644,263944.85,S,28/10/2022,Motor,27/10/2023,32993.10644,0,0
HRE-POL-30379-DCO_6645,281353.25,S,19/12/2022,Property,18/12/2023,63304.48154,0,0
HRE-POL-30395-MCP_6646,281353.25,S,8/12/2022,Motor,7/12/2023,35169.15641,0,0
HRE-POL-20830-GIT_6656,173159.49,S,1/6/2022,Transport,30/9/2022,60603.99568,0,0
HRE/MVE/P/000010635_6657,269984.1,S,11/10/2022,Motor,10/3/2023,32397.83936,0,0
HRE-POL-90124-MCP_6667,57125.19,S,30/3/2022,Motor,29/7/2022,0,0,0
HRE-POL-20747-MFL_6668,175119.7,S,3/3/2022,Motor,31/5/2022,21890.97654,0,0
_HRE-POL-20462-DCO__6669,64916.92,S,27/4/2022,Property,26/4/2023,12983.3833,0,0
HRE-POL-40274-MCP_6670,175322.62,S,28/7/2022,Motor,27/7/2023,0,0,0
HRE-POL-20949-ELE_6671,258099.36,S,1/9/2022,Engineering,30/11/2022,58075.33621,0,0
HRE/DOM/P/000010457_6674,273300.15,S,20/10/2022,Property,19/10/2023,54660.03048,0,0
HRE-POL-21291-DCO_6675,291401.58,S,24/1/2022,Property,23/1/2023,58280.31634,0,0
HRE-POL-40098-MFL_6677,435.1,S,20/1/2022,Motor,31/1/2022,54.39,0,0
HRE-POL-50071-DCOH_6678,215885.54,S,1/8/2022,Property,31/8/2022,45334.9754,0,0
HRE-POL-30012-DCO_6679,48524.13,S,10/1/2022,Property,9/1/2023,0,0,0
HRE-POL-21376-MCP_6680,293947.16,S,21/5/2022,Motor,20/9/2022,36743.39484,0,0
HRE/MVE/P/000010332_6682,272886.3,S,21/9/2022,Motor,20/1/2023,34110.78717,0,0
HRE/MTF/P/000011264_6684,298119.6175,S,1/12/2022,Motor,28/2/2023,29811.96175,0,0
HRE/MVE/P/000010366_6686,273632.568,S,19/10/2022,Motor,18/10/2023,34204.071,0,0
HRE/MVE/P/000010612_6687,278194.27,S,10/10/2022,Motor,9/2/2023,0,0,0
HRE/MVE/P/000010833_6688,281297.412,S,14/11/2022,Motor,13/3/2023,33755.68944,0,0
HRE/MVE/P/000010915_6693,290672.77,S,1/11/2022,Motor,28/2/2023,36336.54384,0,0
HRE-POL-50670-GPA_6694,280447.69,S,17/10/2022,Miscellaneous,16/10/2023,63101.67271,0,0
HRE-POL-21373-AAR_6697,298991.4206,S,2/4/2022,Property,1/8/2022,67270.22261,0,0
HRE/DOM/P/000010339_6699,279036.8112,S,29/9/2022,Property,28/9/2023,0,0,0
_HRE-POL-30154-UMB__6700,59649.32122,S,9/3/2022,Motor,30/9/2022,7456.829398,0,0
_HRE-POL-20523-MCP__6712,96772.24,S,11/5/2022,Motor,11/11/2022,12096.53038,0,0
_HRE-POL-20524-MCP__6713,96772.24,S,11/5/2022,Motor,11/11/2022,12096.53038,0,0
_HRE-POL-20544-DCO__6714,96772.24,S,30/5/2022,Property,29/5/2023,19354.44861,0,0
BYO-POL-40072380-MAT_6715,49910.54,S,1/1/2022,Property,31/12/2022,11229.8707,0,0
HRE-POL-53937704-MCP_6717,59782.17,S,5/3/2022,Motor,4/7/2022,0,0,0
HRE-POL-53937841-PBL_6718,150491.09,S,23/6/2022,Liabilities,22/6/2023,33860.49615,0,0
HRE-POL-53937-CAR_6719,150491.09,S,23/6/2022,Engineering,22/6/2023,33860.49615,0,0
HRE-POL-20664-AAR_6720,150491.09,S,1/6/2022,Property,30/8/2022,33860.49615,0,0
HRE-POL-20676-AAR_6721,150491.09,S,1/5/2022,Property,30/8/2022,22573.6641,0,0
MTR/MVE/P/000009938_6722,225282.2,S,2/8/2022,Motor,1/8/2023,0,0,0
HRE/MVE/P/000010283_6723,282184.1775,S,5/9/2022,Motor,4/1/2023,0,0,0
HRE/MVE/P/000011049_6724,297883.22,S,8/12/2022,Motor,7/12/2023,0,0,0
WISDOM_MUTEMAJIRI_6725,450,S,1/8/2022,Health,31/8/2022,0,0,0
HRE-POL-50020555-DCOH_6731,67684.9,S,1/4/2022,Property,1/5/2022,14214.09984,0,0
_HRE-POL-5393785-MAR__6733,53926.17,S,28/2/2022,Transport,30/6/2022,12133.62858,0,0
HRE-POL-53937639-MAR_6734,59845.94,S,26/3/2022,Transport,25/7/2022,13465.60178,0,0
HRE/MVE/P/000010042_6736,451.62,S,22/8/2022,Motor,21/8/2023,56.45,0,0
HRE/MVE/P/000011092_6737,303270.65,S,1/12/2022,Motor,31/3/2023,37911.34028,0,0
HRE/MVE/P/000010150_6739,289663.71,S,11/8/2022,Motor,10/12/2022,36204.77467,0,0
HRE/MVE/P/000009970_6742,455,S,26/8/2022,Motor,31/1/2023,0,0,0
HRE-POL-20108-DCO_6744,54500.77,S,1/2/2022,Property,31/5/2022,12262.9135,0,0
HRE-POL-20709-DCO_6745,184770.56,S,1/6/2022,Property,30/9/2022,41574.18681,0,0
HRE/MVE/P/000010804_6746,291809.46,S,2/11/2022,Motor,28/2/2023,36474.58411,0,0
HRE/MTP/P/000010553_6747,288895.11,S,10/10/2022,Miscellaneous,9/2/2023,0,0,0
HRE/MVE/P/000010779_6748,291865.28,S,11/11/2022,Motor,10/3/2023,29184.61733,0,0
HRE-POL-53937806-MCP_6749,153280.2,S,22/6/2022,Motor,21/10/2022,15326.68186,0,0
HRE/DOM/P/000011199_6750,308689.08,S,16/12/2022,Property,15/12/2023,0,0,0
HRE-POL-53937668-MCP_6751,459.12,S,23/2/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000010351_6752,285946.03,S,1/9/2022,Motor,31/12/2022,28594.60336,0,0
HRE-POL-53937799-MCP_6754,153835.34,S,21/6/2022,Motor,20/10/2022,15383.53405,0,0
HRE-POL-21102-MON_6755,308148.8,S,20/9/2022,Miscellaneous,27/6/2023,61629.75981,0,0
HRE/MVE/P/000010700_6757,291074.34,S,21/10/2022,Motor,20/2/2023,0,0,0
BYO-POL-40037279-AAR_6760,275385.46,S,16/9/2022,Property,15/12/2022,61961.72841,0,0
HRE-POL-21076-ELE_6768,312168.13,S,1/12/2022,Engineering,28/2/2023,70237.82952,0,0
HRE/MVE/P/000009993_6769,282296.93,S,1/8/2022,Motor,30/11/2022,35291.83498,0,0
BYO-POL-40047322-MCP_6784,61996.77,S,1/2/2022,Motor,31/5/2022,13949.17311,0,0
BYO-POL-40047323-MCP_6785,156065.95,S,1/6/2022,Motor,30/9/2022,19506.99003,0,0
HRE-POL-53937650-MAR_6786,100357.12,S,18/5/2022,Transport,17/9/2022,22580.19005,0,0
HRE-POL-50011-MCP_6787,51759.44,S,5/1/2022,Motor,4/5/2022,6469.514647,0,0
HRE-POL-50015-MAR_6788,51759.44,S,3/1/2022,Transport,2/5/2022,11645.79184,0,0
HRE/MVE/P/000010280_6790,290218.43,S,9/9/2022,Motor,8/1/2023,34825.9632,0,0
HRE/MVE/P/000010458_6792,293535.06,S,27/9/2022,Motor,26/1/2023,29355.39266,0,0
HRE/MVE/P/000010892_6793,302998.75,S,1/11/2022,Motor,31/10/2023,36359.5904,0,0
HRE/MVE/P/000011144_6795,313697.86,S,2/12/2022,Motor,1/4/2023,0,0,0
_HRE-POL-30211-MAR__6797,100428.08,S,3/5/2022,Transport,2/9/2022,22597.394,0,0
HRE-POL-30211-MAR_6798,156176.31,S,3/5/2022,Transport,2/9/2022,35141.34257,0,0
HRE-POL-30360-MCP_6801,294417.91,S,20/10/2022,Motor,24/1/2023,36801.45358,0,0
HRE/MVE/P/000010674_6802,296446.56,S,1/11/2022,Motor,31/3/2023,0,0,0
HRE/MAT/P/000010776_6803,299576.94,S,1/8/2022,Property,31/7/2023,59916.66254,0,0
HRE-POL-53937613-DCO_6805,101503.33,S,1/5/2022,Property,31/8/2022,20300.6661,0,0
BYO/MVE/P/000011209_6806,317950.86,S,6/10/2022,Motor,5/2/2023,31795.08584,0,0
HRE-POL-21499-MAR_6807,316522.41,S,21/10/2022,Transport,19/2/2023,71215.86701,0,0
HRE/MVE/P/000011313_6810,324880.68,S,30/12/2022,Motor,31/5/2023,0,0,0
HRE-POL-20136-AAR_6811,56837.48,S,11/2/2022,Property,6/6/2022,12788.43273,0,0
HRE-POL-53937829-MFL_6812,102148.48,S,24/5/2022,Motor,30/6/2022,12769.6351,0,0
HRE-POL-21198-MCP_6818,321238.42,S,27/5/2022,Motor,25/9/2022,40153.12829,0,0
HRE-POL-21162-DCO_6819,321265.22,S,3/6/2022,Property,2/10/2022,64255.72349,0,0
HRE-POL-21165-DCO_6820,321265.22,S,2/10/2022,Property,1/2/2023,64255.72349,0,0
_BYO-POL-4002872-MCP__6828,103223.73,S,18/4/2022,Motor,17/4/2023,12902.96574,0,0
_HRE-POL-20280-DCO__6829,63767.65,S,30/3/2022,Property,29/3/2023,12753.5297,0,0
BYO-POL-40018185-MCP_6830,63767.65,S,19/3/2022,Motor,18/7/2022,7970.956065,0,0
BYO-POL-40029-MON_6831,57459.96,S,1/1/2022,Miscellaneous,31/12/2022,0,0,0
HRE-POL-20565-MCP_6832,160523.83,S,1/6/2022,Motor,30/9/2022,20065.4792,0,0
HRE-POL-20832-MCP_6833,194802.91,S,13/5/2022,Motor,12/5/2023,23376.3487,0,0
HRE-POL-40272-MCP_6834,194802.91,S,12/7/2022,Motor,11/11/2022,23376.3487,0,0
HRE-POL-40280-GIT_6835,194802.91,S,1/7/2022,Transport,31/10/2022,0,0,0
HRE/MAR/P/000010395_6837,301440.14,S,7/10/2022,Transport,6/2/2023,60288.0288,0,0
HRE/MVE/P/000010780_6838,305664.77,S,1/9/2022,Motor,31/8/2023,0,0,0
HRE/MTP/P/000010963_6839,314365.63,S,1/11/2022,Miscellaneous,28/2/2023,0,0,0
HRE/DOM/P/000010144_6843,290618.26,S,14/9/2022,Property,13/1/2023,58122.44308,0,0
HRE-POL-50039-DCOH_6847,196937.62,S,1/6/2022,Property,1/7/2022,41355.03355,0,0
BYO-POL-40059363-MCP_6850,58657.04,S,1/2/2022,Motor,31/1/2023,0,0,0
HRE-POL-53937642-MAR_6851,73632.61,S,29/4/2022,Transport,28/8/2022,0,0,0
HRE-POL-90216-AAR_6853,328553.61,S,1/11/2022,Property,28/2/2023,0,0,0
HRE-POL-90217-AAR_6854,314019.35,S,1/11/2022,Property,28/2/2023,0,0,0
HRE-POL-53937643-MAR_6857,73704.74,S,1/4/2022,Transport,31/7/2022,16583.86783,0,0
HRE/MTP/P/000010070_6858,268217.86,S,5/8/2022,Miscellaneous,4/12/2022,53643.57174,0,0
HRE/MVE/P/000010440_6859,310304.18,S,1/10/2022,Motor,31/1/2023,38790.38066,0,0
_HRE-POL-20020-ELE__6860,54737.44,S,1/1/2022,Engineering,31/3/2022,12315.70215,0,0
_HRE-POL-20483-ELE__6861,74161.57,S,1/4/2022,Engineering,30/6/2022,16686.05187,0,0
HRE-POL-21311-MCP_6862,331594.9,S,1/5/2022,Motor,31/12/2022,41452.71236,0,0
HRE/MVE/P/000010569_6863,495,S,4/10/2022,Motor,3/2/2023,0,0,0
HRE/MAR/P/000011243_6865,334868.11,S,24/12/2022,Transport,23/12/2023,66973.62112,0,0
_HRE-POL-20465-MCP__6880,75135.32,S,27/4/2022,Motor,26/8/2022,9391.915,0,0
_HRE-POL-20520-MCP__6881,107524.71,S,10/5/2022,Motor,9/5/2023,13440.58931,0,0
BYO-POL-40110-PBL_6882,500,S,1/3/2022,Liabilities,28/2/2023,112.5,0,0
HRE-POL-53937616-DCO_6883,107524.71,S,5/5/2022,Property,4/5/2023,24193.06077,0,0
HRE-POL-53937699-MCP_6884,66424.63,S,25/3/2022,Motor,24/7/2022,0,0,0
HRE-POL-53937701-MCP_6885,66424.63,S,25/3/2022,Motor,24/7/2022,0,0,0
HRE-POL-53937716-MCP_6886,66424.63,S,22/3/2022,Motor,21/7/2022,8303.079234,0,0
HRE-POL-53937779-MCP_6887,107524.71,S,10/5/2022,Motor,9/9/2022,0,0,0
HRE-POL-90123-MAR_6888,66424.63,S,11/3/2022,Transport,10/7/2022,0,0,0
HRE/MVE/P/000009983_6889,500,S,17/8/2022,Motor,16/12/2022,0,0,0
HRE/MVE/P/000010294_6890,310946.1,S,19/9/2022,Motor,18/1/2023,0,0,0
HRE/MTF/P/000010499_6891,314965.85,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE/MTP/P/000010601_6892,316129.85,S,1/10/2022,Miscellaneous,30/9/2023,63225.97,0,0
HRE/MAT/P/000010602_6893,316129.85,S,1/10/2022,Property,30/9/2023,63225.97,0,0
HRE/MVE/P/000010698_6894,316385.15,S,28/10/2022,Motor,27/2/2023,0,0,0
HRE/MVE/P/000003868_6895,319560.05,S,1/7/2022,Motor,31/10/2022,38347.206,0,0
HRE/MVE/P/000010918_6896,326356.6,S,27/11/2022,Motor,26/3/2023,0,0,0
HRE/MVE/P/000011050_6897,330981.35,S,5/12/2022,Motor,4/4/2023,41372.66875,0,0
HRE/MTP/P/000011109_6898,334492.15,S,31/10/2022,Miscellaneous,30/10/2023,0,0,0
WONDER_JUMA_6900,500,S,1/8/2022,Health,31/8/2022,0,0,0
FELIX_KASEKE_6901,500,S,1/12/2022,Health,31/12/2022,0,0,0
HRE/MVE/P/000009969_6907,500.67,S,18/7/2022,Motor,17/11/2022,0,0,0
_HRE-POL-20323-MFL__6909,66646.49,S,2/3/2022,Motor,1/7/2022,8330.97758,0,0
HRE/ENG/P/000010775_6911,320406.73,S,1/8/2022,Engineering,31/7/2023,64081.34501,0,0
HRE-POL-21053-DCO_6912,337623.9,S,30/12/2022,Property,29/12/2023,67524.78031,0,0
MTR-POL-41158-MFL_6914,168874.42,S,30/6/2022,Motor,30/9/2022,21108.88412,0,0
MTR/MVE/P/000010652_6915,319530.02,S,1/10/2022,Motor,31/12/2022,39940.46134,0,0
HRE/MVE/P/000010372_6917,316138.9,S,1/9/2022,Motor,31/12/2022,0,0,0
_HRE-POL-20297-AAR__6918,67540.57,S,3/3/2022,Property,2/3/2023,15196.62774,0,0
HRE/MTF/P/000010203_6919,314115.66,S,22/9/2022,Motor,31/1/2023,31409.10895,0,0
HRE-POL-21072-MAR_6922,342902.62,S,1/9/2022,Transport,30/11/2022,77151.08084,0,0
HRE-POL-21085-MAR_6923,342983.01,S,1/12/2022,Transport,28/2/2023,77171.1775,0,0
HRE/MTF/P/000010415_6924,321653.96,S,7/10/2022,Motor,30/9/2023,38598.47578,0,0
HRE/MVE/P/000010633_6925,324231.5,S,28/10/2022,Motor,28/2/2023,0,0,0
_HRE-POL-20549-MCH__6926,110212.83,S,17/5/2022,Transport,14/8/2022,24797.34966,0,0
HRE/MVE/P/000010663_6927,324611.16,S,18/10/2022,Motor,17/10/2023,40579.55934,0,0
HRE-POL-21163-MCP_6930,343873.96,S,1/6/2022,Motor,30/9/2022,41265.14352,0,0
HRE-POL-21164-MCP_6931,343873.96,S,1/10/2022,Motor,31/1/2023,41265.14352,0,0
HRE-POL-53937736-MCP_6933,77640.33,S,29/4/2022,Motor,28/8/2022,9704.477931,0,0
HRE/MVE/P/000011002_6945,340562.77,S,29/11/2022,Motor,28/11/2023,40867.53216,0,0
EDITH_MUPETA_6946,520,S,1/8/2022,Health,31/8/2022,0,0,0
_HRE-POL-30047-MCP__6955,62846.83,S,2/2/2022,Motor,1/2/2023,0,0,0
_HRE-POL-53937102-MCP__6957,62846.83,S,1/2/2022,Motor,31/5/2022,7856.452682,0,0
HRE-POL-30166-MAR_6958,78892.09,S,13/4/2022,Transport,12/8/2022,17751.4707,0,0
HRE-POL-53937674-MCP_6959,62846.83,S,1/2/2022,Motor,31/5/2022,0,0,0
HRE-POL-20877-_6960,259240.41,S,1/8/2022,Engineering,31/10/2022,58331.56132,0,0
HRE-POL-21230-_6961,351691.56,S,1/5/2022,Engineering,30/7/2022,79133.95137,0,0
HRE-POL-21375-MAR_6962,351691.56,S,13/4/2022,Transport,12/8/2022,79133.95137,0,0
HRE/MVE/P/000010447_6964,330224.58,S,1/10/2022,Motor,31/1/2023,41281.2175,0,0
HRE/MVE/P/000010960_6965,343837.41,S,20/11/2022,Motor,19/11/2023,41260.4892,0,0
HRE/MVE/P/000011003_6966,343837.41,S,28/11/2022,Motor,27/3/2023,42982.95089,0,0
HRE/MVE/P/000011212_6967,353652.97,S,19/12/2022,Motor,18/12/2023,0,0,0
HRE/MAR/P/000011328_6968,359275.3,S,30/12/2022,Transport,29/4/2023,71855.0595,0,0
HRE/MVE/P/000011348_6969,359275.3,S,1/11/2022,Motor,31/10/2023,43113.0357,0,0
EPHRAIM__MUTUHLE_6970,525,S,1/10/2022,Health,31/10/2022,0,0,0
MTR-POL-41012-UMB_6973,62966.54,S,1/2/2022,Motor,31/1/2023,0,0,0
HRE-POL-53937644-MAR_6977,79894.39,S,29/4/2022,Transport,28/8/2022,17976.87666,0,0
HRE-POL-40260-MFL_6978,317152.25,S,22/9/2022,Motor,19/1/2023,39644.77688,0,0
HRE-POL-40261-MFL_6979,317152.25,S,22/9/2022,Motor,19/1/2023,39644.77688,0,0
_HRE-POL-30061-MAR__6986,63844,S,11/2/2022,Transport,10/6/2022,14364.99043,0,0
HRE/MVE/P/000010217_6988,327607.39,S,23/9/2022,Motor,22/1/2023,39313.1328,0,0
HRE/UMB/P/000010369_6989,331673.77,S,27/9/2022,Motor,27/5/2023,39801.1008,0,0
BYO-POL-40054351-MCP_6991,70941.51,S,1/3/2022,Motor,30/6/2022,0,0,0
HRE/MVE/P/000010158_6994,326403.95,S,19/9/2022,Motor,31/1/2023,0,0,0
_HRE-POL-20251-MCP__6998,71712.03,S,10/3/2022,Motor,30/6/2022,16135.87206,0,0
MTR-POL-41140-DCO_7005,180589.31,S,10/6/2022,Property,9/6/2023,270.8839692,0,0
MTR-POL-41154-DCO_7006,180589.31,S,10/6/2022,Property,9/6/2023,27088.39692,0,0
HRE/MVE/P/000010476_7012,345248.99,S,26/10/2022,Motor,30/6/2023,0,0,0
HRE-POL-53937636-MAR_7013,73067.1,S,7/3/2022,Transport,6/7/2022,16440.09688,0,0
HRE-POL-53937785-MCP_7014,183933.56,S,21/4/2022,Motor,31/1/2023,18393.35593,0,0
BYO/MVE/P/000011186_7015,369985.61,S,11/10/2022,Motor,30/9/2023,0,0,0
HRE/UMB/P/000010695_7019,352453.06,S,16/9/2022,Motor,15/9/2023,0,0,0
HRE/DOM/P/000010434_7020,350737.71,S,17/10/2022,Property,16/10/2023,70147.54152,0,0
HRE-POL-30147-MCP_7025,74395.59,S,23/3/2022,Motor,22/3/2023,0,0,0
HRE/MVE/P/000009976_7026,560,S,10/8/2022,Motor,9/12/2022,0,0,0
HRE/MAT/P/000011203_7027,376712.62,S,1/12/2022,Property,30/11/2023,75342.5232,0,0
HRE/DOM/P/000010373_7028,348296.95,S,15/8/2022,Property,14/11/2022,0,0,0
_HRE-POL-20247-ELE__7034,75377.35,S,14/3/2022,Engineering,13/3/2023,0,0,0
_HRE-POL-20388-MAR__7036,75558.02,S,1/3/2022,Transport,31/5/2022,17000.72079,0,0
HRE-POL-50069-MCP_7050,63589.35,S,13/1/2022,Motor,12/5/2022,7949.084772,0,0
HRE/ENG/P/000004546_7052,358042,S,1/9/2022,Engineering,30/11/2022,71610.88683,0,0
_BYO-POL-40013-MAT__7054,125158.77,S,16/5/2022,Property,15/5/2023,28160.72273,0,0
HRE/MVE/P/000010156_7062,352325.6,S,19/9/2022,Motor,18/1/2023,42279.314,0,0
_HRE-POL-20432-MCP__7063,87815.16,S,25/3/2022,Motor,16/11/2022,10538.47998,0,0
HRE/MVE/P/000011332_7069,400335.33,S,30/12/2022,Motor,31/12/2023,0,0,0
HRE/MVE/P/000011340_7070,401019.67,S,21/12/2022,Motor,20/4/2023,50127.45818,0,0
_HRE-POL-20542-DCO__7072,126449.06,S,19/5/2022,Property,18/5/2023,25289.81285,0,0
HRE-POL-21377-MCP_7073,394530.95,S,9/5/2022,Motor,8/9/2022,0,0,0
HRE/MVE/P/000011122_7074,397365.17,S,13/12/2022,Motor,31/3/2023,49674.00459,0,0
HRE/MVE/P/000010522_7075,373305.84,S,25/10/2022,Motor,24/2/2023,37332.4772,0,0
_BYO-POL-4001240-MCP__7076,127309.26,S,12/4/2022,Motor,11/8/2022,0,0,0
HRE-POL-50653-MFL_7077,352874.87,S,6/9/2022,Motor,31/12/2022,61753.10306,0,0
HRE/MVE/P/000011142_7082,399961.92,S,6/12/2022,Motor,5/12/2023,0,0,0
HRE/DOM/P/000010221_7085,366315.73,S,26/9/2022,Property,25/9/2023,73263.14504,0,0
HRE-POL-30283-UMB_7087,199581.29,S,1/6/2022,Motor,31/5/2023,24948.07914,0,0
HRE-POL-21282-AAR_7089,400238.4,S,29/4/2022,Property,27/2/2023,80044.99999,0,0
_HRE-POL-30045-MCP__7113,71824.95,S,1/2/2022,Motor,30/1/2023,7182.495214,0,0
HRE-POL-20903-MCP_7114,296274.75,S,12/8/2022,Motor,12/2/2023,35552.97058,0,0
HRE-POL-20982-MCP_7115,357643.45,S,10/8/2022,Motor,8/2/2023,42917.21448,0,0
HRE-POL-30338-UMB_7116,296274.75,S,1/8/2022,Motor,30/11/2022,0,0,0
MTR-POL-41159-DCO_7117,243503.63,S,6/7/2022,Property,7/7/2023,36525.54484,0,0
MTR-POL-41165-AAR_7118,243503.63,S,18/6/2022,Property,17/6/2023,36525.54484,0,0
HRE/MVE/P/000010100_7119,600,S,30/8/2022,Motor,31/12/2022,0,0,0
HRE/MVE/P/000010530_7120,378561.54,S,19/10/2022,Motor,18/2/2023,0,0,0
HRE/MVE/P/000010748_7121,382070.22,S,10/11/2022,Motor,9/3/2023,45848.4264,0,0
HRE/MVE/P/000011052_7122,397177.62,S,8/12/2022,Motor,7/4/2023,0,0,0
HRE/MVE/P/000011162_7123,403322.94,S,1/3/2022,Motor,30/6/2022,0,0,0
HRE/MVE/P/000011210_7124,404174.82,S,30/12/2022,Motor,31/5/2023,0,0,0
HRE/MVE/P/000011254_7125,406711.62,S,21/12/2022,Motor,20/4/2023,48805.3944,0,0
HRE/MVE/P/000011317_7126,410600.34,S,1/11/2022,Motor,30/6/2023,51325.0425,0,0
HRE/MVE/P/000011341_7127,410600.34,S,21/12/2022,Motor,20/4/2023,51325.0425,0,0
BYO/MVE/P/000011350_7128,410600.34,S,1/10/2022,Motor,30/9/2023,51325.0425,0,0
NETSAI__MATUSO_7130,600,S,1/10/2022,Health,31/10/2022,0,0,0
GIFT__MAURUKIRA_7131,600,S,1/10/2022,Health,31/10/2022,0,0,0
_HRE-POL-20228-MCP__7288,79927.43,S,18/3/2022,Motor,16/11/2022,9591.717131,0,0
_HRE-POL-20229-MCP__7289,79927.43,S,18/3/2022,Motor,16/11/2022,9591.717131,0,0
BYO-POL-90059-ELE_7293,72279.84,S,1/1/2022,Engineering,30/6/2022,16263.56333,0,0
BYO-POL-40025221-ELE_7294,201925.61,S,1/7/2022,Engineering,31/12/2022,45434.9334,0,0
HRE-POL-21364-MAR_7296,406401.37,S,1/2/2022,Transport,31/5/2022,91439.80667,0,0
_BYO-POL-4001844-MCP__7297,130535,S,26/5/2022,Motor,25/5/2023,16317.95067,0,0
_HRE-POL-90109-MAR__7300,73261.45,S,10/2/2022,Transport,9/2/2023,12820.75396,0,0
HRE/MTF/P/000010228_7301,376457.02,S,23/9/2022,Motor,22/12/2022,47055.59047,0,0
HRE-POL-50655-ELE_7306,366888.54,S,1/9/2022,Engineering,31/12/2022,0,0,0
HRE-POL-53937660-MAR_7307,206005.59,S,13/6/2022,Transport,12/10/2022,25750.69831,0,0
HRE/MVE/P/000011056_7308,408725.42,S,8/12/2022,Motor,7/4/2023,51088.19235,0,0
_HRE-POL-30220-UMB__7310,133115.6,S,9/5/2022,Motor,8/9/2022,16640.52482,0,0
_HRE-POL-30221-UMB__7311,133115.6,S,22/5/2022,Motor,21/9/2022,16640.52482,0,0
HRE-POL-30344-UMB_7314,368968.83,S,2/9/2022,Motor,31/12/2022,46124.08412,0,0
HRE/MVE/P/000009753_7315,288193.47,S,9/3/2022,Motor,8/7/2022,0,0,0
HRE/MVE/P/000010397_7316,389360.19,S,11/10/2022,Motor,10/10/2023,46723.22232,0,0
HRE-POL-10060-AAR_7317,252809.53,S,1/6/2022,Engineering,28/2/2023,56882.4485,0,0
_HRE-POL-20031-UML__7322,69320.19,S,1/1/2022,Liabilities,31/3/2022,15597.5972,0,0
HRE-POL-50671-PBL_7323,392775.08,S,17/10/2022,Liabilities,21/6/2023,88377.53444,0,0
HRE-POL-53937840-PBL_7324,209015.41,S,22/6/2022,Liabilities,21/6/2023,47030.139,0,0
HRE-POL-30041-UML_7325,74817.66,S,1/1/2022,Liabilities,31/3/2022,16834.5717,0,0
HRE-POL-50058-DCOH_7327,255021.35,S,1/7/2022,Property,31/7/2022,53554.56552,0,0
HRE/MVE/P/000010993_7334,634,S,3/12/2022,Motor,2/12/2023,0,0,0
_HRE-POL-20232-MCP__7337,84397.81,S,24/3/2022,Motor,28/2/2023,0,0,0
HRE/MVE/P/000010269_7346,640,S,23/9/2022,Motor,22/9/2023,224,0,0
HRE/MVE/P/000011405_7347,640,S,17/11/2022,Motor,16/11/2023,76.8,0,0
HRE/MVE/P/000010801_7352,410021.11,S,3/11/2022,Motor,31/1/2023,49199.4653,0,0
HRE-POL-53937647-MAR_7353,96424.16,S,4/4/2022,Transport,3/8/2022,21696.075,0,0
HRE/MVE/P/000011182_7354,431652.11,S,3/12/2022,Motor,2/4/2023,151075.213,0,0
HRE/UMB/P/000010959_7359,423411.21,S,30/11/2022,Motor,29/11/2023,50809.34527,0,0
HRE-POL-20796-MCP_7364,263694.14,S,1/7/2022,Motor,28/2/2023,32962.27502,0,0
HRE/MVE/P/000011159_7366,436933.19,S,1/1/2022,Motor,30/4/2022,0,0,0
_HRE-POL-53937109-UMB__7371,77837.9,S,12/1/2022,Motor,11/1/2023,9340.835026,0,0
HRE/MVE/P/000010456_7373,410937.76,S,18/10/2022,Motor,17/2/2023,51370.36466,0,0
MTR-POL-41164-MCP_7374,265147.05,S,5/7/2022,Motor,2/11/2022,26513.48716,0,0
BYO-POL-40038283-AAR_7377,393407.8,S,16/9/2022,Property,15/12/2022,88516.75487,0,0
HRE-POL-30132-MCP_7378,87680.52,S,1/3/2022,Motor,31/5/2022,19728.11626,0,0
